internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
12776,Mantella aurantiaca,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Mantella,aurantiaca,,,,,"Mocquard, 1900","There are populations of ""golden"" mantellas that might belong to other species. The taxonomy of this group is uncertain but the definition of <em>Mantella aurantiaca</em> is clear and there seems to be little genetic subdivision within the species (M. Vences pers. comm.)."
1301,Anhydrophryne rattrayi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Anhydrophryne,rattrayi,,,,,"Hewitt, 1919",
135726,Bokermannohyla itapoty,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Bokermannohyla,itapoty,,,,,"Lugli &amp; Haddad, 2006","In the <em>Bokermannohyla alvarengai</em> group. <em>Bokermannohyla itapoty</em> differs from other similar species by a combination of morphological characters, colour patterns and advertisement call features (Lugli and Haddad 2006)."
135794,Pseudis platensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Pseudis,platensis,,,,,"Gallardo, 1961","This assessment includes the Argentinean subpopulations referred to in Lavilla <em>et al.</em> (2000) as <em>Pseudis paradoxus platensis</em> and <em>Pseudis paradoxus occidentalis&#160;</em>according to Aguiar-Jr.&#160;<em>et al.</em> (2007).&#160;<span id=""docs-internal-guid-117b16ff-7fff-090d-fde3-6cf58480bff0"">Although Aguiar<em> et al</em>. (2007) have proposed that <em>Pseudis paradoxa </em>and <em>P. platensis</em> are valid species, further studies based on the external morphological characterization of adults, as well as bioacoustic characters and larval morphology, have not found sufficient evidence to support the recognition of<em> P. platensis </em>as a valid&#160;taxon (Garda <em>et al.</em> 2010, Santana <em>et al</em>. 2016, Pérez-Granados <em>et al</em>. 2020)."
135803,Bolitoglossa bramei,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,bramei,,,,,"Wake, Savage &amp; Hanken, 2007",Specimens formerly considered&#160;<em>Bolitoglossa robinisoni</em>&#160;from Valle El Silencio are now thought to belong to this species (E. Arias pers. comm. September 2019).
135889,Telmatobius sanborni,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,sanborni,,,,,"Schmidt, 1954",De la Riva (2005) resurrected <em>Telmatobius sanborni</em> from the synonymy of <em>Telmatobius marmoratus</em> on the basis of differences in morphological features and colour patterns.
135968,Chimerella mariaelenae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Chimerella,mariaelenae,,,,,"(Cisneros-Heredia &amp; McDiarmid, 2006)",
136015,Pristimantis aquilonaris,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,aquilonaris,,,,,"Lehr, Aguilar, Siu-Ting and Jordán, 2007","<em>Pristimantis aquilonaris</em> is distinguished from other similar species by a combination of morphological features and colour patterns (Lehr et al., 2007)."
136036,Ctenophryne barbatula,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Ctenophryne,barbatula,,,,,"(Lehr &amp; Trueb, 2007)",
136055,Anodonthyla moramora,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,moramora,,,,,"Glaw &amp; Vences, 2005",
136056,Zhangixalus yinggelingensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Zhangixalus,yinggelingensis,,,,,"(Chou, Lau &amp; Chan, 2007)",
136082,Bolitoglossa gomezi,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,gomezi,,,,,"Wake, Savage &amp; Hanken, 2007",This species was confused with<em>&#160;Bolitoglossa pesrubra</em>&#160;prior to its naming (Wake <em>et al. </em>2007). It has been determined by mtDNA phylogeny to be part of the&#160;<em>B. subpalmata</em> clade (Boza-Oveido <em>et al.</em> 2012).
136129,Telmatobius punctatus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,punctatus,,,,,"Vellard, 1955",<em>Telmatobius punctatus</em> was previously considered to be a subspecies of <em>Telmatobius brevirostris</em>; it was elevated to specific status by Lehr (2005) based on differences in morphological features and colour patterns.
78526171,Oreobates lehri,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,STRABOMANTIDAE,Oreobates,lehri,,,,,"(Padial, Chaparro &amp; De la Riva, 2007)","<p><em>Oreobates lehri </em>was initially ascribed to two distant populations, one in Cordillera Vilcabamba, which is now considered typical <em>O. lehri</em>, and one in the Andean hills of the Kosñipata Valley, to which is now assigned to&#160;<em>O. gemcare </em>(Padial <em>et al</em>. 2012).&#160;This is a restricted concept of <em>O. lehri </em>following the split of the broader concept into this and <em>O. gemcare&#160;</em>(Padial&#160;<em>et al</em>. 2012).</p>"
182530066,Bufotes viridis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Bufotes,viridis,,,,,"(Laurenti, 1768)","Further revision of taxonomy of the <em>Bufotes viridis</em> complex with the use of genetic and biochemical data is needed. There was disagreement over the use of the generic name <em>Pseudepidalea</em> in place of <em>Bufo </em>and now most species have been moved to <em>Bufotes</em> because of non-monophyly of both <em>Bufo </em>and <em>Pseudepidalea.<br/></em><br/>After Dufresnes <em>et al</em>. (2019) revised the taxonomy of the <em>B. viridis</em> complex, synonymizing <em>B. balearicus</em> and <em>Bufo variabilis</em> within it and clarified range limits between this species and the former synonym <em>B. sitibundus</em>, which they elevated to specific status, encompassing most of the species' former range, Frost (""Amphibian Species of the World"") again synonymized <em>B. sitibundus </em>with <em>B. viridis</em>.&#160;<em>Bufo perrini</em> was also elevated from sub-species to species level by Dufresnes <em>et al.</em>&#160;(2019), but is not recognised by Frost as a separate taxonomic entity."
158472,Pristimantis leucorrhinus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,leucorrhinus,,,,,"Boano, Mazzotti &amp; Sindaco, 2008","In the <span style=""font-style: italic;"">Pristimantis unistrigatus</span> group according to the original publication. <br>"
161759,Tomopterna monticola,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PYXICEPHALIDAE,Tomopterna,monticola,,,,,"(Fischer, 1884)","The recently rediscovered type specimen of <span style=""font-style: italic;"">Phrynobatrachus monticola</span> was examined and determined to belong to the genus <span style=""font-style: italic;"">Tomopterna</span>. However, it is unclear whether it is a distinct, valid species, a senior synonym of <span style=""font-style: italic;"">Tomopterna luganga</span>, or a junior synonym of <span style=""font-style: italic;"">Tomopterna tuberculosa </span>

<a name=""OLE_LINK1""> (Rödel and
Hallermann 2006</a>)."
164889,Boophis baetkei,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MANTELLIDAE,Boophis,baetkei,,,,,"Köhler, Glaw &amp; Vences, 2008",
175363,Callulina dawida,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Callulina,dawida,,,,,"Loader, Measey, De Sá &amp; Malonza, 2009","Prior to its description this species was considered to belong to a widespread form,<em> Callulina kreffti</em> (Loader <em>et al.</em> 2009). <em>C. kreffti</em> as now understood is a restricted-range species that may be endemic to the East Usambara Mountains (Loader <em>et al.</em> 2010, 2014)."
176287,Petropedetes vulpiae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PETROPEDETIDAE,Petropedetes,vulpiae,,,,,"Barej, Rödel, Gonwouo, Pauwels, Böhme &amp; Schmitz, 2010","This species has long been misidentified as <span style=""font-style: italic;"">Petropedetes newtonii</span> (Barej <span style=""font-style: italic;"">et al.</span> 2010). As presently recognized, <i>P. vulpiae</i> includes forms at the eastern and western extents of its range that differ in advertisement call, and which may therefore represent distinct species (Barej <i>et al.</i> 2010). A further undescribed form known from Gabon has previously been assigned to this species (as <i>P. newtonii</i> - Frost <i>et al.</i> 2006; Barej <i>et al.</i> 2010) and is included within this assessment."
176288,Petropedetes euskircheni,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PETROPEDETIDAE,Petropedetes,euskircheni,,,,,"Barej, Rödel, Gonwouo, Pauwels, Böhme &amp; Schmitz, 2010","The two known populations of this species are morphologically indistinguishable but genetically divergent. Barej <em>et al.</em> (2010) consider that the two populations conspecific. These authors caution that males are unknown from Mt. Nlonako, and a future discovery that males of the two populations are morphologically distinct may therefore justify recognizing two species. Some of the populations in central Cameroon, the Manengouba Mountains, Gabon and Equatorial Guinea that Barej <em>et al.</em> provisionally assign to <em>P.</em> aff. <em>parkeri</em> (included in the <em>P. parkeri</em> assessment) may represent this species."
176289,Petropedetes juliawurstnerae,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PETROPEDETIDAE,Petropedetes,juliawurstnerae,,,,,"Barej, Rödel, Gonwouo, Pauwels, Böhme &amp; Schmitz, 2010",
17629,Plethodon shenandoah,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,shenandoah,,,,,"Highton &amp; Worthington, 1967",
185660,Sphaenorhynchus botocudo,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Sphaenorhynchus,botocudo,,,,,"Caramaschi, Almeida &amp; Gasparini, 2009","<span style=""font-style: italic;""></span>"
185753,Trachycephalus mambaiensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Trachycephalus,mambaiensis,,,,,"Cintra, Silva, Silva, Garcia &amp; Zaher, 2009",
185789,Hyalinobatrachium carlesvilai,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Hyalinobatrachium,carlesvilai,,,,,"Castroviejo-Fisher, Padial, Chaparro, Aguayo &amp; De la Riva, 2009",This species was previously misidentified as <em>Hyalinobatrachium&#160;munozorum</em><em>&#160;</em>(Lynch and Duellman 1973) and&#160;<em>H. bergeri</em><em>&#160;</em>(Cannatella 1980) according to&#160;Castroviejo-Fisher <em>et al. </em>(2009)<em>.</em>
185790,Pristimantis bicantus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,bicantus,,,,,"Guayasamin &amp; Funk, 2009",The southern subpopulations require taxonomic revision (Ortega-Andrade <em>et al</em>. 2021).
186063,Bolitoglossa robinsoni,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,robinsoni,,,,,"Bolaños &amp; Wake, 2009","The specimens tentatively assigned to this species&#160;might represent four to five different species (Bolaños and Wake 2009,&#160;Hertz 2015)."
186104,Bolitoglossa pygmaea,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,pygmaea,,,,,"Bolaños &amp; Wake, 2009",
186162,Raorchestes jayarami,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Raorchestes,jayarami,,,,,"(Biju &amp; Bossuyt, 2009)",
188753,Brachycephalus pitanga,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BRACHYCEPHALIDAE,Brachycephalus,pitanga,,,,,"Alves, Sawaya, Reis &amp; Haddad, 2009","Further molecular work is required to better understand the relationship between <em>Brachycephalus crispus, B. guarani, B. pitanga</em>, and <em>B. toby</em>, as it is possible that these represent a single species (T. Condez pers. comm. 2021)."
188754,Boana caipora,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,caipora,,,,,"(Antunes, Faivovich &amp; Haddad, 2009)","In the <span style=""font-style: italic;"">Hypsiboas pulchellus</span> species group according to the original description (Antunes <span style=""font-style: italic;"">et al. </span>2008)."
190493,Bokermannohyla juiju,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Bokermannohyla,juiju,,,,,"Faivovich, Lugli, Lourenço &amp; Haddad, 2009",The genus <em>Bokermannohyla</em> was erected to accommodate several species groups formerly placed within <em>Hyla</em> (Faivovich <em>et al.</em> 2005).
190870,Dendrophryniscus organensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Dendrophryniscus,organensis,,,,,"Carvalho-e-Silva, Mongin, Izecksohn &amp; Carvalho-e-Silva, 2010",
190941,Anodonthyla emilei,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Anodonthyla,emilei,,,,,"Vences, Glaw, Köhler &amp; Wollenberg, 2010",
190980,Ectopoglossus confusus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Ectopoglossus,confusus,,,,,"(Myers &amp; Grant, 2009)","Myers (1991) provisionally included this species within <em>Colosthethus chocoensis</em>. It was recognized as a distinct species by Grant <em>et al.</em> (1997), but was not formally described; and was finally described by Myers and Grant (2009)."
190981,Nyctimantis arapapa,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Nyctimantis,arapapa,,,,,"(Pimenta, Napoli &amp; Haddad, 2009)",Blotto&#160;<em>et al.</em>&#160;(2021) redeﬁned&#160;<em>Nyctimantis</em>&#160;to include&#160;<em>Aparasphenodon</em>.
190989,Gastrophrynoides immaculatus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Gastrophrynoides,immaculatus,,,,,"Chan, Grismer, Norhayati &amp; Daicus, 2009",
190994,Limnonectes megastomias,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Limnonectes,megastomias,,,,,"McLeod, 2008",
191002,Pristimantis reichlei,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,reichlei,,,,,"Padial &amp; De la Riva, 2009","Because of its recent identification, this species is poorly known and for a long time was confused with other species of the <em>Pristimantis unistrigatus</em> group from southwestern Amazonia (Padial and De la Riva 2009)."
191005,Rhaebo andinophrynoides,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Rhaebo,andinophrynoides,,,,,"Mueses-Cisneros, 2009 ",This is a split from the broader concept of <em>Rhaebo haematiticus</em> (Mueses-Cisneros 2009).
192931,Leptobrachella applebyi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,applebyi,,,,,"(Rowley &amp; Cao, 2009)",
192947,Pristimantis academicus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,academicus,,,,," Lehr, Moravec &amp; Gagliardi, 2010",
193425,Callulina hanseni,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Callulina,hanseni,,,,,"Loader, Gower, Müller &amp; Menegon, 2010","Populations of <em>Callulina</em> from the Nguru Mountains were historically assigned to <em>C. kreffti</em>, as then understood a widespread East African montane species and the sole member of the genus. Menegon <em>et al.</em> (2008) recognized four distinct species among Nguru Mountains <em>Callulina</em>, two of which have since been formally described (Loader <em>et al.</em> 2010). One of these, <em>C. kanga</em>, appears to be restricted to the Kanga Forest Reserve (Menegon <em>et al.</em> 2008, Loader <em>et al.</em> 2010). The remaining three species are confined to blocks within the Nguru South Forest Reserve (Menegon <em>et al.</em> 2008, Loader <em>et al.</em> 2010). The name <em>C. hanseni</em> refers to <em></em>""<em>Callulina</em> sp. 2"" of these authors (Loader <em>et al.</em> 2010); the remaining populations are included within the Red List account for <em>C. kreffti</em> pending further research."
193426,Callulina kanga,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Callulina,kanga,,,,,"Loader, Gower, Müller &amp; Menegon, 2010","This species, first recorded in 2004, was first reported in the literature by Menegon <em>et al.</em> (2008), who listed it as ""<em>Callulina</em> sp. 4""; it was also referred to as such, referencing this then-unpublished paper, in the technical report by Doggart and Loserian (2007).&#160; Populations of <em>Callulina</em> from the nearby Nguru South Forest Reserve, now found to represent three distinct species, were originally included within the presumed widespread, monotypic <em>C. kreffti</em> (Loader <em>et al.</em> 2010). In contrast, the Kanga Forest Reserve form appears never to have been explicitly included within this species concept, having only been discovered after doubts arose concerning the monophyly of <em>C. kreffti</em> (de Sá <em>et al.</em> 2004)."
193427,Callulina laphami,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Callulina,laphami,,,,,"Loader, Gower, Ngalason &amp; Menegon, 2010","This species was previously included within <em>Callulina kreffti</em>, formerly considered to be a monotypic species widespread throughout the Eastern Arc Mountains. (Loader <em>et al.</em> 2010)."
193428,Callulina shengena,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Callulina,shengena,,,,,"Loader, Gower, Ngalason &amp; Menegon, 2010","This species was previously included within <em>Callulina kreffti</em>, formerly considered to be a monotypic species widespread throughout the Eastern Arc Mountains. (Loader <em>et al.</em> 2010)."
194313,Bolitoglossa daryorum,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,daryorum,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",
194314,Bolitoglossa eremia,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,eremia,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",
194315,Bolitoglossa huehuetenanguensis,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,huehuetenanguensis,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",
194316,Bolitoglossa kaqchikelorum,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,kaqchikelorum,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",
194317,Bolitoglossa la,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,la,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",
194318,Bolitoglossa ninadormida,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,ninadormida,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",
194319,Bolitoglossa nussbaumi,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,nussbaumi,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",
194320,Bolitoglossa nympha,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,nympha,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",
194321,Bolitoglossa pacaya,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,pacaya,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",
194322,Bolitoglossa psephena,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,psephena,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",
194324,Bolitoglossa tzultacaj,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,tzultacaj,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",
194325,Bolitoglossa xibalba,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,xibalba,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",Campbell<em> et al</em> (2010) described the populations of <em>Bolitoglossa hartwegi</em>&#160;as this new species B. xibalba.
195006,Eleutherodactylus aporostegus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,aporostegus,,,,,"Schwartz, 1965","This species was split from <span style=""font-style: italic;"">Eleutherodactylus </span><em>ruthae</em> (Hedges <span style=""font-style: italic;"">et al. </span>2008)."
195007,Eleutherodactylus bothroboans,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,bothroboans,,,,,"Schwartz, 1965","<em></em>This species was split from <span style=""font-style: italic;"">Eleutherodactylus </span><em>ruthae</em>&#160;by Hedges <span style=""font-style: italic;"">et al. </span>(2008), but further work suggests it is likely a synonym of&#160;<em>E. ruthae</em> (S.B. Hedges pers. comm. 2021)."
195009,Eleutherodactylus limbensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,limbensis,,,,,"Lynn, 1958","Formerly recognized as subspecies of&#160;<em>Eleutherodactylus schmidti</em>&#160;(Schwartz 1971),&#160;Hedges <em>et al.</em> (2008)&#160;formalized the species status of this taxon."
195010,Eleutherodactylus melatrigonum,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,melatrigonum,,,,,"Schwartz, 1966","This species was split from <span style=""font-style: italic;"">Eleutherodactylus audanti</span> (Hedges <span style=""font-style: italic;"">et al. </span>2008).&#160;On the basis of preliminary molecular data, Díaz<em> et al. </em>(2018)&#160;suggested that&#160;<span style=""font-style: italic;"">E.</span><em>&#160;melatrigonum</em>&#160;may be conspecific with <em>E.</em><em>&#160;notidodes</em>."
195013,Eleutherodactylus rucillensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,rucillensis,,,,,"Cochran, 1939","This species was formerly recognized as subspecies of&#160;<em>Eleutherodactylus schmidti</em>&#160;(Schwartz 1971),&#160;Hedges&#160;<em>et al.</em>&#160;(2008)&#160;formalized the species status of this taxon."
195015,Eleutherodactylus tychathrous,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,tychathrous,,,,,"Schwartz, 1965","<em></em>This species was split from <span style=""font-style: italic;"">Eleutherodactylus </span><em>ruthae</em> (Hedges <span style=""font-style: italic;"">et al. </span>2008)."
195401,Ingerophrynus ledongensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ingerophrynus,ledongensis,,,,,"(Fei, Ye &amp; Huang, 2009)",This is a split from the broader concept of <em>Ingerophrynus galeatus</em> (Fei <em>et al</em>. 2009).
195402,Nanorana chayuensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Nanorana,chayuensis,,,,,"(Ye, 1977)","This concept was considered&#160;a junior synonym of&#160;<em>Nanorana arnoldi</em> in the 2004 Global Amphibian Assessment. However, it is now considered to be a valid species. Further taxonomic investigation is needed to see if there are additional species within it (M.F. Ahmed pers. comm. September 2020)."
195403,Nanorana sichuanensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Nanorana,sichuanensis,,,,,"(Dubois, 1987)","There has been some ongoing debate over the last couple of decades on whether this is a distinct species. It was removed from synonymy of <em>Nanorana yunnanensis</em> by Dubois (1992), synonymized again by Chen (2011), and then revalidated once more by Huang<em> et al</em>. (2016). <em>N. liui </em>has been made a junior synonym of this species (Huang <em>et al.</em> 2016)."
195404,Leptobrachium guangxiense,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachium,guangxiense,,,,,"Fei, Mo, Ye &amp; Jiang, 2009",
195405,Limnonectes bannaensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Limnonectes,bannaensis,,,,,"Ye, Fei &amp; Jiang, 2007",This is a split from the broader concept of <em>Limnonectes kuhlii</em> (Ye <em>et al.</em> 2007).
195406,Odorrana nanjiangensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Odorrana,nanjiangensis,,,,,"Fei, Ye, Xie &amp; Jiang, 2007",
195407,Paramesotriton longliensis,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Paramesotriton,longliensis,,,,,"Li, Tian, Gu &amp; Xiong, 2008",
195408,Megophrys sangzhiensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,sangzhiensis,,,,,"Jiang, Ye &amp; Fei, 2008",
196453,Ceuthomantis smaragdinus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CEUTHOMANTIDAE,Ceuthomantis,smaragdinus,,,,,"Heinicke, Duellman, Trueb, Means, MacCulloch &amp; Hedges, 2009",
199852,Osornophryne simpsoni,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Osornophryne,simpsoni,,,,,"Páez-Moscoso, Guayasamin &amp; Yánez-Muñoz, 2011",
200645,Telmatobius rubigo,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,TELMATOBIIDAE,Telmatobius,rubigo,,,,,"Barrionuevo &amp; Baldo, 2009","<span style=""font-style: italic;"">Telmatobius rubigo</span> was previously referred to as <span style=""font-style: italic;"">Telmatobius marmoratus </span>(Barrionuevo and Baldo 2009)."
201301,Eleutherodactylus erythroproctus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,erythroproctus,,,,,"Schwartz, 1960","This species has been elevated from being a subspecies of <em>Eleutherodactylus zugi</em>&#160;(Hedges <em>et al</em>. 2008). Its taxonomic status, however, remains uncertain. Díaz and Cádiz (2008) treated this taxon as a subspecies of <em>Eleutherodactylus zugi. </em>However, this assessment follows Frost (2021) in recognizing it as a valid species."
201302,Eleutherodactylus olibrus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,olibrus,,,,,"Schwartz, 1958",Two of the subspecies of&#160;<em>Eleutherodactylus varians&#160;</em>(<em>olibrus&#160;</em>and<em>&#160;</em><em>staurometopon</em>)&#160;have been elevated to the species level.
201303,Eleutherodactylus staurometopon,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,staurometopon,,,,,"Schwartz, 1960",Two of the subspecies of&#160;<em>Eleutherodactylus varians </em>(<em>olibrus </em>and<em>&#160;</em><em>staurometopon</em>)&#160;have been elevated to the species level.
201414,Craugastor galacticorhinus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,galacticorhinus,,,,,"(Canseco-Márquez &amp; Smith, 2004)","In the <span style=""font-style: italic;"">Eleutherodactylus alfredi </span>species group according to the original description (Canseco-Márquez and Smith 2004). This species has since been transferred over to the genus <span style=""font-style: italic;"">Craugastor</span> (Frost 2011). The holotype was originally considered to be a specimen of <span style=""font-style: italic;"">E. spatulatus </span>(Canseco-Márquez and Smith 2004), although it does not seem to have been considered in the latter species' 2004 assessment."
201744,Lithobates brownorum,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Lithobates,brownorum,,,,,"(Sanders, 1973)",Previously considered as part of <em>Rana berlandieri</em> Zaldívar-Riverón <em>et al.</em> (2004) subsequently validated this species based on molecular data. A phylogenetic study of Mesoamerican ranids is in progress (J. Townsend pers. comm. March 2019). This species was split from <em>Lithobates berlandieri</em> (Zaldívar-Riverón <em>et al. </em>2004).
202169,Ichthyophis davidi,ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis,davidi,,,,,"Bhatta, Dinesh, Prashanth, Kulkarni &amp; Radhakrishnan, 2011",There needs to be additional characterisation of this species (V. Giri and D. Gower pers. comm. September 2020).
202170,Gegeneophis pareshi,ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,INDOTYPHLIDAE,Gegeneophis,pareshi,,,,,"Giri, Gower, Gaikwad &amp; Wilkinson, 2011",
